Name,Appearances
Paolo Montesi,1
Phillip,1
Puma,1
Quantum Mechanic,1
Rafi,1
Richie,1
Rico Gawren,1
Roberto Carlos,1
Rust,1
Seahorse,1
Seaweed,1
Spike,1
String,1
Swen,1
Tareva,1
Teacher,1
Thomas Bradley,1
Todd Tremaine,1
Trittex,1
Valentina Tupulov,1
Voodoo,1
Vron-Ikka,1
William Goldman,1
Wrakk,1
Wylar,1
Yoof,1
Yorlo,1
Zalph,1
Zantor,1
Zhilla Char,1
Alan Burstyn,1
Aleister Kane,1
Alex,1
Amelia Greer,1
Andrei Rostov,1
Armand Jones,1
Armory,1
Auggie Slater,1
Avlekete,1
Azure,1
Bellos,1
Bert Packer,1
Biawak,1
Bill,1
Birdbeast,1
Borgus,1
Boulder,1
Brigitte Lahti,1
Buddy,1
Buzzsaw,1
Cameron Leonard,1
Chilovkyev Machina,1
Chudar,1
Cooter,1
Dagal,1
David Slowman,1
Doctor Hatton,1
Dutch Rosenblatt,1
Dyke,1
Eddie,1
Eschu,1
Esmerelda Castiglione,1
Ezili,1
Fire Hand,1
Firefly,1
Freak Quincy,1
Garloff,1
Giacomo Montesi,1
Handsaw,1
Heavy Metal Jacket,1
Hubie Packer,1
James Lukus,1
Jasper Keaton,1
Jerry Weiderman,1
Jesus Badalemente,1
Jesus Suarez,1
Jethro Prufrock,1
Joyride,1
Killdozer,1
Leon Stort,1
Les,1
Lifeline,1
Louis Joubert,1
Marcello Montesi,1
Margaret Voelker,1
Martu,1
Mary Beck,1
Master Elo,1
Mawu,1
Michael,1
Miclas,1
Milena,1
Mindstorm,1
Missy,1
Moloch,1
Mubaru,1
Napalm,1
Oort,1
Otmu,1
Paul Hazlett,1
Persuader robot,1
Pick Axe,1
Randall Pierce,1
Rapscallion,1
Redblade,1
Rocco Castiglione,1
Ruby,1
Rudy Vanderberger,1
Saja,1
Samson,1
Sayf ad-Din Abu Bakr al-Malik al-Adil,1
Scope,1
Sean Grahl,1
Se\u00f1or Muerte,1
Shara,1
Sinifer,1
Slagmire,1
Soar,1
Soong,1
Sprint,1
Stalker,1
Steel-Fist,1
Stevie,1
Sylvia,1
Talks-To-Spirits,1
Tamone,1
Targi,1
Teleplex,1
Theodore LeSeig,1
Tom Nakadai,1
Tone-Def,1
Torg,1
Triphammer,1
Ualu,1
Uzi,1
Varney,1
Vega-Superior,1
Vice,1
Vice,1
Vincent Gardner,1
Wee One,1
Wildmoon,1
Willow-Dancer,1
Windmill,1
Yoshida Asano,1
Zenith,1
11-Ball,1
9-Ball,1
Aa-Gorn,1
Acba,1
Ahh,1
Alex Lipton,1
Alphan,1
Avandalia,1
Balaban,1
Bertram,1
Blowtorch,1
Bouncer,1
Bruuk,1
Bulwark,1
Calumet,1
Cary Albertson,1
Cassandra Romulus,1
Chimera,1
Christina Aguilar,1
Clarissa,1
Cobweb,1
Cypress,1
Delta Nine,1
Dovina,1
Edda,1
Editor,1
Edward Vanelli,1
Egma,1
Elematrix,1
Erik Saltz,1
Ernest Mills,1
Euphy Aguilar,1
Fangu,1
Franklin Hume,1
Gene Hoffman,1
General Brinkhaus,1
Gilmore Hodge,1
Gregor Smirnoff,1
Grylak,1
Haag,1
Harry Delgado,1
Hypertron 1.0,1
Iceworm,1
Inorganic Technotroid,1
Instant Replay,1
Itzhak Berditchev,1
Izanami,1
Jacqueline Freeman,1
Jake Miller,1
James Fletcher,1
James Howlett,1
Joey,1
Joey Farrell,1
John Rozum,1
Jonothon Cayre,1
Jubilation Lee,1
Kalee Batrei,1
Katinka,1
Koln,1
Kyral,1
Malachi Oz,1
Martin Freeman,1
Marvin Bailey,1
Mechadoom,1
Michael Shauneghan,1
Moth,1
Myron Schmertz,1
Nanabozho,1
Nelson Gruber,1
Nicos Pelletier,1
Norm,1
Olar,1
Otto Weiss,1
Patty Kurlychek,1
Pinta,1
Pixie,1
Purty Larry,1
Ree,1
Sardan,1
Shalak,1
Shiv,1
Slambeaux,1
Spear,1
Stinger,1
Surge,1
Suzanne Gaffney,1
Tenelle,1
The Composite Being,1
Thobadzistshin,1
Twit,1
Tyrannus Cordin,1
Visara,1
Warwolf,1
Wayopex,1
Windstorm,1
Xak,1
Zalaski,1
Adjunct,1
Aeish,1
Amalgam,1
Amy Brewer,1
Anatoly Vonya,1
Andre,1
Animator,1
Arlo Samuelson,1
Basenji,1
Basilisk,1
Bernard LeBranche,1
Blackball,1
Brain Cell,1
Carlos Alvarez,1
Chester Harrigan,1
Cinder,1
Clemence Duval,1
Corben Rubinstein,1
Creed,1
Dar Mal Goth,1
Eugene Stone,1
Gaffney,1
Galen,1
Garft,1
Gentle Gregor,1
George Chesterford,1
Glomm,1
Gloria Justin,1
Griefsavor,1
Harvey Glass,1
Holmes,1
Idnar,1
Ismalda,1
J. Pennington Pennypacker,1
Jacqueline Tavarez,1
Jalfaha Dahn,1
Jan Radar,1
Jean Grey,1
Jeter Kan Toon,1
Joanne Beaubier,1
Jonathan Storm,1
Kevin Wilson,1
Kruggar,1
Malcolm Codsworth,1
Mandibus,1
Marc Danson,1
Marianne Waters,1
Maxwell Wilson,1
MeMe,1
Monte,1
Monte Devlin,1
Mother-of-Pain,1
Myra Lee Sal,1
Nikolai Vonya,1
Oliver Denton,1
Omerta,1
Ornette Higgenbotham,1
Ororo Munroe,1
Pascal Tyler,1
Paul Danvers,1
Paul Trent,1
Peter London,1
Phelix,1
Phiend,1
Phit,1
Phlegm,1
Phlopp,1
Phopp,1
Prodigy,1
Raleigh Chamberlain,1
Ravello Medina,1
Reverend Stryker,1
Rick McLaurin,1
Roberto Gonzago,1
Rock Wit Mike,1
Sandstorm,1
Scattershot,1
Sean Bernard,1
Siberion,1
Siobhan,1
Skullcrasher,1
Stencil,1
Technocrat,1
Thanademos,1
Tilda,1
Tongar,1
Traci Fields,1
Ursula,1
Veronica Stryker,1
Vibrato,1
White Ninja,1
William Baker,1
Ygmlosvorraich,1
Yoyo,1
Zoya Vasilievna,1
Abahla,1
Abner Dunson,1
Adahm,1
Adrian Eiskalt,1
Al Shaitan,1
Alan Trent,1
Alex Grimond,1
Alice,1
Anakalak,1
Angel of Death,1
Anton Bigelow,1
Armand Galante,1
Armando Aviles,1
Armaziel,1
Assassin,1
Avram Siegel,1
Bald Twins,1
Bartholomew Ingrid,1
Baru,1
Beetroot,1
Bisento,1
Bison,1
Brian Kornfield,1
Chanda,1
Charles Amundson,1
Charlie Ronalds,1
Colin Powell,1
Cool Million,1
Corrine Walton,1
Cristoph Pfeifer,1
Cruz,1
Culex,1
Dark Legion,1
Dark Tower,1
David Pennant,1
Delusion,1
Denak,1
Dirk Leydon,1
Dusk,1
Dyskor,1
Eradikator 6,1
F.T. Strang,1
Fabian Nicieza,1
Fizzure,1
Flame,1
Flare,1
Foam,1
Gabriel Gant,1
Garrg,1
Geoff Monte,1
Georgi Luchkov,1
Giant of the Storm,1
Gina Palumbo,1
Girth,1
Glagg,1
Gnash,1
Graczia,1
Grim Guardian,1
Gus Yaccarino,1
Hardaway,1
Harold Marks,1
Harran,1
Harry Kenkoy,1
Harry Ronalds,1
Hector,1
Hector Sandrose,1
Holocaust,1
Infinks,1
Iris,1
James Spencer,1
Kalen,1
Kao-Gotu Suru,1
Kenneth Sjolin,1
Killer Queen,1
Killjoy,1
King Coal,1
Kralor,1
Kurt Geinstach,1
Len Arkwright,1
Lenore St. Croix,1
Lens,1
Lisa Beckman,1
Louis Banque,1
Lowdown,1
Macross,1
Malvin Umbridge,1
Manuel Torres,1
Mara Arliss,1
Marcus Grantby-Fox,1
Matthew Harsh,1
Megataur,1
Mister Miracle,1
Mitchell Chambers,1
Monstrosity,1
Mordechai Kovax,1
Murmur,1
Mutate 682,1
Nautak,1
Nick Malloy,1
Osaku,1
Over-Knight,1
Percy van Norton,1
Phil Donahue,1
Prune,1
Raksasa,1
Randall Macklin,1
Reggie Bitters,1
Rhonda Monte,1
Rico Lazar,1
Rigor Mortis,1
Robert Brasman,1
Robert Nazario,1
Robin Ronalds,1
Sam Yurimoto,1
Sammael,1
Samson Rourke,1
Sara Harrington,1
Scan,1
Scope,1
Serene Miami,1
Skitter,1
Skitter,1
Skulveig,1
Sonar,1
Sophie Grimm,1
Spitfire,1
Succubus,1
Tailspin,1
Tessa,1
Timothy Chambers,1
Triplex,1
Tristram Oberbeck,1
Uchio Tanaka,1
Victor Pei,1
Wadlow,1
Wanderer,1
Wandor,1
Weapon Y,1
Whisperer,1
Wilhelm Schultz,1
William Williams,1
Wire,1
Wish-Demon,1
Xiomara,1
Zath,1
107,1
14,1
99,1
Alan Desmond,1
Amelia Voelker,1
Ampere,1
Amy Conklin,1
Anabolicus,1
Arc,1
Armada,1
Attumacht,1
Barrett Gage,1
Bass,1
Battlescar,1
Beatrice Conners,1
Belle,1
Benazir Kaur,1
Bond,1
Borgeddon,1
Brawler,1
Brick,1
Carl Kerridge,1
Carl Washington,1
Carmenio,1
Catherine Deshayes,1
Charles Grey,1
Crackdown,1
Daniel Walker,1
Dantella,1
Darg,1
Daze,1
Deathcharge,1
Doggerel,1
Douglas Hutchinson,1
Duntumbla,1
Dymphna,1
Egon,1
Elijah Jackson,1
Emeneya Nkrumah,1
Enos Warwick,1
Enteki II,1
Equius,1
Eric Wagner,1
Ernest Shackleton,1
Ervil Allred,1
Exile,1
Figillulli,1
Flashburn,1
Fooferah,1
Foundry,1
Frank Cortese,1
Gabriel Mason,1
Gale,1
Gayle Cord-Becker,1
Grace Lavreaux,1
Gregor,1
Gzoom,1
H. Schwandt,1
Heimdall,1
Hoarfen,1
Huyenneyuh,1
Jaime Munoz,1
Janet Sorenson,1
Janissary,1
Jonathan Brace,1
Karrg,1
Kay Glayvor,1
Kenny Brown,1
Kill-O-Byte,1
Knut Caine,1
Lamia,1
Larissa,1
Lava,1
Lawrence McKenzie,1
Lee Gibbons,1
M. Camden,1
Malakii,1
Marty Delarosa,1
Matt Ballors,1
Maurice Grauline,1
Max Belmonde,1
Meridian,1
Miximixim,1
Nkotha,1
Olik,1
Paragon,1
Paul Conklin Jr.,1
Pavane,1
Peacekeeper,1
Raphael Suarez,1
Raving Beauty,1
Reeva Payge,1
Roberto Ruiz,1
Sallen-Bei,1
Siingard,1
Silence,1
Somnambulist,1
Soul Slug,1
Spike,1
Sporr,1
Startanious,1
Stuart Anthony Whyte,1
Stug Bar,1
Taaru,1
Terrigene,1
The Writer,1
Tobias,1
Tony Reeves,1
Travis Berkeley,1
Travis Slaine,1
Trigor,1
Troll Witch,1
Truthsayer,1
Turmoil,1
Tuurgid,1
Uno,1
Vickie Danner,1
Vincent Cain,1
Visog,1
Wanda,1
Warzone,1
Webber,1
William Walter Goodman,1
Zero Enforcement Response Option,1
Zuchan,1
Alice Springs,1
Angel of Death,1
Anthea Dupres,1
Anubia,1
Arimanes,1
Artabazus,1
Batal,1
Beck,1
Bombardier,1
Buzzard,1
Caiman,1
Candelaria V\u00e9lez,1
Carol Henderson,1
Charlie Pike,1
Circus Pants XVII,1
Crushtacean,1
Daakor,1
Dennis Hogan,1
Earl Flatt,1
El Condor,1
Emil Stein,1
Evelyn Richards,1
Everett Salvo,1
Faye Livingstone,1
Felicity Sharpe,1
Flying Fox,1
Gantry,1
Garmund,1
Grind,1
Harrier,1
Harry Pizer,1
Herlequin,1
Hijiro Nguri,1
Impact,1
Jago Marrak,1
Jenny,1
Jimmy Mulligan,1
John Dare,1
Kkon,1
Komodo,1
Krush,1
Lexos,1
Lorena Haam,1
Lynch,1
Margie Mulligan,1
Marian,1
Masquerade,1
Maston-Dar,1
Milyann tec Hilyiani,1
Mister Jinx,1
Mr. Edgerton,1
Mr. Powell,1
Mycroft,1
Mynos,1
Niko,1
Nishimura,1
Orbit,1
Paibok,1
Persephone,1
Piranis,1
Postmortem,1
Reban,1
Reverb,1
Running Fish,1
Satellite,1
Scarlet Mage,1
Screed,1
Seven,1
Solemne Brannex,1
Spinneret,1
Sylk,1
Target,1
Tarnok-Kol,1
Thernon,1
Tom Jeffers,1
Tom Tojumi,1
Trudy Kockenlocker,1
Vacuum,1
Whitten,1
Wolcott Farris,1
Wolfen,1
Woodrow Mencken,1
Woodrow Truesmith,1
Zona Rosa,1
Angel,1
Azimuth,1
Balb,1
Bav-Tek,1
Bridgit Shane,1
Bumpkin,1
Butch McGuinness,1
Choam,1
Conrad Strathdee,1
Cortellia,1
Count of Monte Cristo,1
Dampyre,1
Darcia,1
Dirge,1
Doctor Mundt,1
Ekak,1
Empress Brood,1
Esh-uta,1
Esteban Morales,1
Estelle Geis,1
F. Tieri,1
Gaark,1
Gina Morris,1
Hav-Rogg,1
Helkooky,1
Henry Adams,1
Hognir,1
Imogen,1
Iron Monk,1
John Nash,1
Jonathan Gatesworth,1
Lorna Nichols,1
Marco San Antonio,1
Marjorie Marko,1
Michael Black,1
Midwife,1
Miriam Birchwood,1
Mosh,1
Mother of Pearl,1
Nicholas Rutledge,1
Nina McCabe,1
Nohm,1
Pania Panapa,1
Pierce,1
Plisken,1
Purge,1
Quorum,1
Ray White,1
Relf,1
Roland Taylor,1
Sabrina Nash,1
Sahreed,1
Scarab,1
Selby,1
Shooter,1
Skarla,1
Skull-Jacket,1
Sloan Alden,1
Spite,1
Steve Jacobs,1
Surgeon,1
Tarook,1
Thnat,1
Throk,1
Trish Bogart,1
Tuesday Bird,1
Votan,1
Wanda Maximoff,1
White Raven,1
Wizard of the West,1
Absynthia van Mort,1
Adam Berman,1
Adele Hawthorne,1
Adelicia von Krupp,1
Ai-Chi Wong,1
Alistro,1
Ana Shwartz,1
Architect,1
Augustine,1
Blare,1
Blastaar,1
Boniface,1
Bromine,1
Burst,1
Californium,1
Carl Shuffler,1
Chlorine,1
Chromium,1
Clay Quartermain,1
Cleric,1
Cobalt,1
Colonel von Wagner,1
Consumption,1
Copper,1
Dark Hunter,1
Devros,1
Disprosium,1
Doctor Krypt,1
Doctor Mobius,1
Doctor Zeus,1
Erbium,1
Fenton,1
Ginny Mahoney,1
Gold,1
Grange Janssen,1
Gwyneth Burke,1
Haley Blanding,1
Helen Stacy,1
Helium,1
Hoo,1
Indium,1
Jack Burke,1
Job Burke,1
Kevin Gill,1
Kree-Tor,1
Landscape,1
Lead,1
Lieutenant Schlange,1
Magnesium,1
Major Love,1
Marlena Petrokova,1
Melinda Pressman,1
Mercury,1
Michael Pressman,1
Mindmeld,1
Mr. Carruthers,1
Neil Langram,1
Nels van Adder,1
Neptunium,1
Niles Williams,1
Nobelium,1
Number Fourteen,1
Oculus,1
Phosphorus,1
Pierre Cloche,1
Plutonium,1
Primus,1
Radium,1
Richie-Bob Guinness,1
Rick Bogart,1
Roger Juniper,1
Scandium,1
Silver,1
Steed,1
Tellurium,1
Thallium,1
Tharamus,1
Todd Blanding,1
Tyno,1
Ulek,1
Uranium,1
Valkyrie,1
Vanadium,1
Vincent Bloch,1
Vulture-Bait,1
Warren Rothschild,1
William Fitzpatrick,1
Abdol,1
Aeric,1
Agent Copernicus,1
Agent Kepler,1
Agent Newton,1
Agent Planck,1
Akiniko,1
Aquarius,1
Araoha Tepania,1
Aries,1
Armaros,1
Augusta Seger,1
Azor,1
Bill Astin,1
Cancer,1
Capricorn,1
Captain America,1
Casque,1
Chess Roberts,1
Chris Miller,1
Christopher Sinclair,1
Collette Drumm,1
Curtis Henshaw,1
Dane Whitman,1
Daniel Rand,1
Dexter Parrish,1
Ellison Payton,1
Ezra Asher,1
Fasolt,1
Feuille,1
Gahad,1
Goliath,1
Griffe,1
Hank Bradley,1
Hector Orozeo,1
Henry Sage,1
Hercules,1
Horatio Belgrade,1
Hulk,1
Iron Man,1
Jennifer Walters,1
Jordan Holiday,1
Karel,1
Khan,1
Klynn,1
Kuroyama,1
Leah Sheffield,1
Leo,1
Libra,1
Lottie Eikenski,1
Malcolm Drake,1
Matthew,1
Moon Wolf,1
Navarro,1
Noel Beckford,1
Primotur Jekuakkekt,1
Rebecca Houston,1
Robert Bruce Banner,1
Robwood,1
Sabo,1
Sally Avril,1
Sazae,1
Scott Lang,1
Seer,1
Sentry 571,1
Shigeru,1
Silencer,1
Sir Wulf,1
Sub-Mariner,1
Terence Gerard,1
Thor,1
Toby Wood,1
Tokk,1
Touffe,1
Victoria Snow,1
Vindiktor,1
Vision,1
Walston Kraft,1
Wampyr,1
Warwick Jamieson,1
White Tiger,1
Aaron Amberson,1
Acidroid,1
Ajanii Jackson,1
Asahi Verschlagen,1
Ashur,1
Belial,1
Bridget Warner,1
Bruno Delor,1
Calvin Halderman,1
Charles Standish,1
Dan Davis,1
Darius Venginian,1
Debra,1
Delphi,1
Doctor Janssen,1
Dominex,1
Doris Evans,1
Dr. Bob,1
Elmore Beck,1
Etienne Marceaux,1
Frederick,1
Granok,1
Gregori,1
Hrolf,1
Jaime Zaid,1
Jaq,1
Jenna Carlisle,1
Jonathon White,1
Junior Gates,1
Karl Sofen,1
Kathryn,1
Kenneth Bradley,1
Khyber,1
Lonkarr,1
Mac Sanders,1
Marcelus,1
Maria Muradyan,1
Martin Zantz,1
Membrain,1
Mr. Carroll,1
Naanis,1
Nefer Neith Sinu\u00e9,1
Nick Bisley,1
Paradox,1
Pig,1
Randy Lee Watson,1
Rank,1
Rilker,1
Sally,1
Sam,1
Sanford Chesney,1
Sid Franken,1
Slototh,1
Starko Schumzianaqo,1
Ted Chin,1
Tom\u00e1s Ram\u00edrez,1
Tserron,1
Ultimator,1
Ulysses Sojourner,1
V-2,1
V-3,1
V-4,1
V-5,1
V-6,1
V-7,1
V-8,1
Veeg,1
Veritus,1
Weller,1
Wynter,1
X.E.R.O.,1
Abigail Baxter,1
Abigail Harkness,1
Agent Colby,1
Aiomumkondi,1
Alberik,1
Ananastasia Rinaldi,1
Aurelle,1
Axis,1
Barney,1
Bartos,1
Basaltar,1
Beckham,1
Big Casino,1
Blue Skye,1
Brutus,1
Cargo,1
Carver,1
Ceyote,1
Claymore,1
Clete Billups,1
Commander Clinton,1
Crimson Commando,1
Desolation,1
Diana Knight,1
Dibdeb,1
Dirge,1
Doctor Mime,1
Elizabeth Shaw,1
Ernest Sanger,1
Esphares,1
Ezekeel,1
Farahd,1
Fawkes,1
Fayrelyte Strongheart,1
Frisco Pike,1
Fugue,1
Galadriel,1
General Darlegung,1
Gethrin,1
Giraboor,1
Glass,1
Guardian of the Millennium Monarch,1
Guinness,1
Hafaza,1
Hardwire,1
Hiram Shaw,1
Ivan Kivelki,1
James Howlett,1
Jaunt,1
Javelin,1
Kevin,1
Kilmer,1
Kreddik,1
Kronaster Sintariis,1
Kusek,1
Lament,1
Lau,1
Liu Wo-Han,1
Magma,1
Manat,1
Mary Rina,1
Master Monarch,1
Michka Rose,1
Millennium Monarch,1
Morph,1
Mr. Greepy,1
Mrs. Shaw,1
Nelet Pa,1
Nighteyes,1
Obadiah Shaw,1
Otis Matthews,1
Parson,1
Patrick Clemens,1
Positron,1
Psykos,1
Quisling,1
Reaper,1
Rebound,1
Reflex,1
Requiem,1
Riot-Act,1
Rochelle LeBeau,1
Rumor,1
Sabre,1
Sarah Shaw,1
Sariel,1
Semijan,1
Seth,1
Shamrock,1
Sketch,1
Squire,1
Stanley Klein,1
Static,1
Sterling,1
Suyin King,1
Tariel,1
Torque,1
Tricolore,1
Typhoon,1
Waltham Pierce,1
Wibbow,1
Amy Stringer,1
Andrew Benedict,1
Angela Barbato,1
Ao Jun,1
Arthur Swift,1
Bloodwing,1
Bonita,1
Browning,1
Bruce Greenwood,1
Bruno,1
Chelwid,1
Cirlio Crisologo,1
Clive Vickers,1
Cole,1
Compound,1
Corak,1
Corben,1
Cyclops,1
Denham,1
Erik Hallgrimsson,1
Explosa,1
Gertrude Hunter,1
Gloria Knoblach,1
Gordon Phillips,1
Gort,1
Gunmetal Gray,1
Hans Knoblach,1
Headhunter,1
Jess Patton,1
Jim Washington,1
John Jones,1
Kiza,1
LaFronce Bennett,1
Lonnie Ranger,1
Malevolence,1
Marabeth,1
Molgotha,1
Morcan,1
One-Eye,1
Phemous,1
Rogers,1
Scree,1
Serestus,1
Sergei Rose,1
Skarabrous the Stalker,1
Tar-Vash,1
Taras Vol,1
Ted Wertz,1
Tyrus Krill,1
Vampyr,1
Vernon Reaves,1
Victor,1
Warp Savant,1
William,1
Adewale Ekoku,1
Aislinn,1
Anders Nobel,1
Ankhi Gottberg,1
Arlo Summers,1
Askalan,1
Aunt Hazel,1
Bert,1
Bloc,1
Cedric Crichton,1
Chela,1
Cherry,1
Chuck Self,1
Cordon,1
Corporal Animal,1
Dan Strom,1
Dana Holmes,1
Daniel Wyzcenko,1
Dave Finn,1
David Montgomery,1
Doctor Pow,1
Doctor Rogan,1
Duncan Sebast,1
Eleanor Sanford,1
Erik Nicieza,1
Fred,1
Frida Rivera,1
Gilbert Lipchitz,1
Hank Zlotty,1
Ian Whippingham,1
Ikeda Honda,1
Jane Smythe,1
Jared,1
Jason Treemont,1
Jocasta Frost,1
Joel Haines,1
Johann,1
Jorrsk,1
Juliana Jararaca,1
Jymrsk,1
Kate Cooke,1
Kenneth Flogg,1
Lazarus Ganglion,1
Linga,1
Lucy Priest,1
Lyle Crawford,1
Mahmud Abbouthalima,1
Malcolm Whitman,1
Marvin Krolnek,1
Matt Corbin,1
Mistur,1
Moira Gray,1
Ms. Fingers,1
Mud-Ah,1
Mutant Cat,1
Nanci Koric,1
Nasya Ehrlich,1
Nate,1
Neodymium,1
Noboru,1
Oink,1
Omega,1
Optoman,1
Oracle,1
Orchid,1
Orifice,1
Ozone,1
Philip Betbeze,1
Phisherman,1
Platinum,1
Poppa,1
Renata Da Lima,1
Richard Jones,1
Riek Bukenya,1
Ruth Durie,1
Ruthenium,1
Sandorr,1
Scales,1
Schism,1
Secco,1
Seiji Honda,1
Senso,1
Shocker 666,1
Sigmund Freud,1
Slaughter,1
Sonny Bean,1
Spud,1
Stan Collins,1
Taran,1
Tarantula,1
Ted,1
The Shade,1
Thiago Piranha,1
Third Rail,1
Thomas Adkins,1
Thomas Williams,1
Timmy Glenn,1
Tom Metellus,1
Tony Robb,1
Trois,1
Vicki of Humbabu,1
Victoria Anderson,1
X,1
Xande,1
Yorkie Mitchell,1
Yoshi,1
Aamir,1
Agrimet,1
Akaje,1
Angela,1
Atar,1
Boss,1
Brad Gutman,1
Clicker,1
Cybill,1
Dave Cambell,1
Derek Zheng,1
Doctor Jiroult,1
George Tremaine,1
Holly,1
Jacinda Rodriquez,1
Jenny,1
Jeremy,1
Jinx,1
Joan Jameson,1
Joey Cascio,1
Jorge Lukas,1
Josette,1
Jumbo Carnation,1
Kristal van Helden,1
Lennox Capriati,1
Leona Tremaine,1
Litigious Bradley,1
Louis,1
Mandy,1
Marc Dale,1
Maria Bonnaventura,1
Marie Batroc,1
Mike Alexander,1
Milo Smutts,1
Mitchell Abrams,1
Mr. Jones,1
Mr. Taylor,1
Mrs. Cambell,1
Mrs. Taylor,1
Namor McKenzie,1
Natalie Wood,1
Nigel Blacque,1
Noel Penrose,1
Paolo Mantega,1
Phillip Cambell,1
Rimi Withnail,1
Robert,1
Rodrigo de Smith,1
Roja Sanford,1
Rolanda,1
Sanji Yamamoto,1
Sentinel,1
Spinach,1
Stephanie Bradley,1
Tasha,1
Thought,1
Tillie Beezer,1
Andy Hartnell,1
Askid,1
Bartholomew Grice,1
Dervish,1
Doc,1
Fatal Sisters,1
Figment,1
Geech,1
Germaine Caruso,1
Hal Tolliver,1
Hayyan Zarour,1
Hilda,1
Jake Costanza,1
Johan Schumann,1
Kagenobu Yoshioka,1
Lamprey,1
Lariat,1
Laurie Caban,1
Louis Dodson,1
Makkamakkamaktsptoo,1
Manfred Jones,1
Maria Murillo,1
Markita,1
Matthew,1
Mrs. Berdeaux,1
Mrs. Costanza,1
Mrs. Falcone,1
Quills,1
Rikuto,1
Rubin,1
Sam Palmer,1
Serafina Montoya,1
Sherman Weisman,1
Silencer,1
Skitz,1
Stringfellow,1
Sulumor,1
Tommy Reichert,1
Valerie Toomes,1
Vanessa,1
Xixa Zenaya,1
Xunanguero,1
Zygo,1
Adam Essex,1
Ahmed,1
Aldrich Killian,1
Ali Kokmen,1
Alicia Downing,1
Alpha Ray,1
Angel,1
Anne Moore,1
Apocaledon,1
Ashei,1
Boar,1
Butterfly-Bore,1
Chad Barrow,1
Charles Bohusk,1
Connor Laughlin,1
David Jenkins,1
David Knox,1
Dimitriy Rasputin,1
Electrisha,1
Emery Arceneaux,1
Esther,1
Francis Foley,1
Frank Ludlum,1
Frankie,1
Gamiel,1
General Wallace,1
Giraffe-Man,1
Grace,1
Great Horned Owl-Man,1
Greenwich Guardian,1
Greg Johnson,1
Grigory,1
Grigory Grigorievich Rasputin,1
Groza,1
Hattie Saint-Ange,1
Highsmith,1
Hyllus,1
Jacob Eckhardt,1
Jacob Pace,1
Jaime Vanderwall,1
James Keller,1
Joe Self,1
John Crichton,1
Joy Bowen,1
Karragan,1
Kathy Bohusk,1
Katie Atkinson,1
Keitaro Ashida,1
Klara Rasputina,1
Konstantin Rasputin,1
Kuyuk,1
Lady Chi,1
Liam Bremner,1
Linus Sinker,1
Lisa Beth Harrington,1
Machine,1
Mason Kaleema,1
Mboye,1
Mink,1
Mirah Qadir,1
Momenta,1
Mutant Lion,1
Nataku Fei,1
Nigandan General,1
Noah Crichton,1
Oracle of Siwa,1
Patrick Trettel,1
Paul Aristides,1
Philip,1
Pig-Man,1
Rabbit-Woman,1
Rastus,1
Rebecca Lauria,1
Renata Lowell,1
Sally Sherman,1
Seiji Ashida,1
Suki Ashida,1
T-Rex,1
Tanaka,1
Ted Simmons,1
Tremolo,1
Vane,1
Winston Frankowski,1
Xeniac,1
Yuri,1
Zig-Zag,1
Adai,1
Agent Owen,1
Agent Whitman,1
Ajaxis,1
Alex Mitchell,1
Andras Tryp,1
Andrew Gardner,1
Andrew Mussawyr,1
Angela Stover,1
Arthur Hardy,1
Asclepius,1
Barry Kanczeski,1
Bernard Van Buren,1
Bertram K.,1
Beru Addison,1
Bill Merrick,1
Brian Grey,1
Broccoli Men,1
Brushfire,1
Cecily Johnson,1
Charles Luc Phan,1
Charles Yameogo,1
Charlie America,1
Chipper,1
Colin Hardy,1
Constance,1
Crimson Dynamo X,1
Danny Shepard,1
David Garrett,1
Dennis Hoxie,1
Derry Campbell,1
Dezmond Harris,1
Doctor Leery,1
Donna Altieri,1
Dorothy Cardoza,1
Edward Randlebuck,1
Eggbreaker,1
Elaine,1
Farissa,1
Ferris Hartke,1
Gary Peterson,1
Gilbert Wiles,1
Golden Gator,1
Great Weaver,1
Greg Norris,1
Grindhouse,1
Harriet Best,1
Heart-Like-Fire,1
Henry Buchanan,1
Herrick Goldman,1
Igor Drenkov,1
Ishiguro,1
J. M. Barrie,1
James Louis Prindle,1
Jared Nelson,1
Jeannie Martin,1
Jennifer Hardy,1
Joe Atlantis,1
Joey V.,1
John Kesler,1
John Steele,1
Jonadab Megyscol,1
Julia Grey,1
Julian Grey,1
Kevin E.,1
Kindra Grey,1
King Simian,1
Krosakis,1
Langley Saint-Margaret,1
Lar-Ka,1
Larry King,1
Leon Frankfurt,1
Liam Grey,1
Lisa Hardy,1
Little Cloud,1
Mad Juggler,1
Maguire,1
Malcolm Hardy,1
Malcolm Modern,1
Mandy Atkinson,1
Marcus Estrada de la Garc\u00eda,1
Maria Atlantis,1
Mark Hawkins,1
Mark Runnemeyer,1
Mary-Margaret Grey,1
Michael,1
Mosquito Man,1
Mr. Miller,1
Mrs. Miller,1
Ms. Ferguson,1
Natalie Bell,1
Ned Hardy,1
Ned Ralston,1
Neil Shelton,1
Nell Hardy,1
Nelson Cragg,1
Norman Gentry,1
Olivia Hook,1
Oprah Winfrey,1
Orlando,1
Orville Bock,1
Pasco,1
Paul Vance,1
Phyllis Dennefer,1
Phyty,1
Politus,1
